location	TU ID	Sense tags	Annotation	Antisense tags
Chr	TU2968	sll0542	acetyl-CoA synthetase	slr0575
Chr	TU2969	ncr1450; slr0579	ncRNA; unknown protein	sll0541
Chr	TU2971	NA	NA	sll0541
Chr	TU2972	slr0580	aluminum resistance protein homolog	sll0541
Chr	TU2970	sll0541	acyl-CoA desaturase	ncr1450; slr0579; slr0580
Chr	TU2973	NA	NA	slr0580
Chr	TU2974	NA	NA	slr0580
Chr	TU2975	slr0580	aluminum resistance protein homolog 	NA
Chr	TU2976	slr0581; slr0582	unknown protein ; unknown protein	sll0540
Chr	TU2977	NA	NA	slr0581; slr0582
Chr	TU2978	NA	NA	sll0540
Chr	TU2979	sll0540	phosphate-binding protein PstS homolog	NA
Chr	TU2980	sll0539	unknown protein	NA
Chr	TU2981	NA	NA	NA
Chr	TU2982	slr0583	similar to GDP-fucose synthetase	NA
Chr	TU2983	slr0825	probable peptidase	NA
Chr	TU2984	NA	NA	slr0825
Chr	TU2985	ssr1398; ssr1399	50S ribosomal protein L33 ; 30S ribosomal protein S18	NA
Chr	TU2986	slr0827; ncr1460	alanine racemase ; ncRNA	NA
Chr	TU2987	NA	NA	slr0827; ncr1460
Chr	TU2988	ncr1460; slr0829	ncRNA; unknown protein	sll0834
Chr	TU2990	NA	NA	sll0834
Chr	TU2989	sll0834	bicarbonate transporter	ncr1460; slr0829
Chr	TU2991	sll0833	binding protein-dependent transport system protein OppC	NA
Chr	TU2992	NA	NA	NA
Chr	TU2993	ssr1407; slr0833	hypothetical protein ; replicative DNA helicase [Contains: Ssp dnaB intei n]	NA
Chr	TU2994	slr0835; slr0836	MoxR protein homolog ; dTDP-glucose 4;6-dehydratase	NA
Chr	TU2995	NA	NA	slr0835; slr0836
Chr	TU2997	NA	NA	sll0830; ssl1552
Chr	TU2996	ssl1552	unknown protein	slr0836
Chr	TU2999	NA	NA	sll0830
Chr	TU3000	NA	NA	sll0830
Chr	TU2998	sll0830	elongation factor G	NA
Chr	TU3001	slr0838	phosphoribosylaminoimidazole synthetase	sll0829
Chr	TU3003	NA	NA	sll0829
Chr	TU3004	slr0839	ferrochelatase	sll0827; sll0828
Chr	TU3002	sll0829	methyltransferase	slr0838
Chr	TU3005	sll0827; sll0828	hypothetical protein ; putative amidase	slr0839
Chr	TU3006	slr0841; ncr1470; slr0842	periplasmic protein; function unknown ; ncRNA; hypothetical protein	sll0825; ncl1450
Chr	TU3007	ncl1450	NA	slr0841; ncr1470; slr0842
Chr	TU3008	NA	NA	sll0825
Chr	TU3009	NA	NA	sll0825
Chr	TU3010	sll0825	poly(A) polymerase	NA
Chr	TU3011	ssr1425	hypothetical protein YCF34	NA
Chr	TU3013	slr0844	NAD(P)H-quinone oxidoreductase subunit F	ssl1533
Chr	TU3012	NA	NA	ssr1425; slr0844
Chr	TU3015	NA	NA	ssl1533
Chr	TU3014	ssl1533	unknown protein	slr0844
Chr	TU3016	slr0845	hypothetical protein	sll0822; sll0823
Chr	TU3017	sll0822; sll0823	hypothetical protein ; probable succinate dehydrogenase iron-sulfur prote in	slr0845
Chr	TU3018	slr0846	rrf2 superfamily; transcriptional regulator	NA
Chr	TU3020	NA	NA	NA
Chr	TU3021	NA	NA	NA
Chr	TU3019	NA	NA	slr0846
Chr	TU3022	ncl1460; sll0821	ncRNA; phytochrome-like protein	ncr1480
Chr	TU3023	ncr1480; slr0847	ncRNA; phosphopantetheine adenylyltransferase	NA
Chr	TU3024	slr0848	hypothetical protein	NA
Chr	TU3025	slr0072	16S rRNA methyltransferase GidB	NA
Chr	TU3026	slr0073	sensory transduction histidine kinase	sll0088
Chr	TU3028	NA	NA	sll0088
Chr	TU3029	NA	NA	sll0088
Chr	TU3027	sll0088	hypothetical protein	slr0073
Chr	TU3030	slr0074; slr0075; slr0076; slr0077	ABC transporter subunit ; ABC transporter ATP-binding protein ; hypothetical protein ; cysteine desulfurase	sll0086
Chr	TU3032	NA	NA	sll0086
Chr	TU3031	sll0086	putative arsenical pump-driving ATPase	slr0074; slr0075; slr0076; slr0077
Chr	TU3033	sll0085	unknown protein 	NA
Chr	TU3034	sll0085	unknown protein	NA
Chr	TU3035	sll0084	imidazoleglycerol-phosphate dehydratase histidinol-phosphatase	NA
Chr	TU3037	NA	NA	sll0083
Chr	TU3036	sll0083	phosphoheptose isomerase	NA
Chr	TU3038	slr0078	putative 6-pyruvoyl tetrahydrobiopterin synthas e	NA
Chr	TU3039	ncr1490; slr0079	ncRNA; probable general secretion pathway protein E	sll0082
Chr	TU3041	slr0080	ribonuclease H	sll0082
Chr	TU3040	sll0082	hypothetical protein	slr0080
Chr	TU3042	NA	NA	slr0080
Chr	TU3043	slr0081; ncr1500; ncr1510	two-component response regulator OmpR subfamily ; ncRNA; ncRNA	NA
Chr	TU3044	NA	NA	slr0081; ncr1500; ncr1510
Chr	TU3045	slr0082	hypothetical protein	NA
Chr	TU3046	slr0083	ATP-dependent RNA helicase DeaD	sll0080
Chr	TU3048	NA	NA	sll0080
Chr	TU3047	sll0080	N-acetyl-gamma-glutamyl-phosphate reductase	slr0083
Chr	TU3049	slr0084	imidazole glycerol phosphate synthase subunit HisH	NA
Chr	TU3051	NA	NA	sll0078
Chr	TU3052	NA	NA	sll0078
Chr	TU3050	sll0078	threonyl-tRNA synthetase	slr0084
Chr	TU3053	slr0086	similar to DnaK protein	NA
Chr	TU3054	slr0088	b-carotene ketolase	NA
Chr	TU3055	slr0089	delta(24)-sterol C-methyltransferase	NA
Chr	TU3057	slr0090	4-hydroxyphenylpyruvic acid dioxgenase	NA
Chr	TU3056	NA	NA	slr0089
Chr	TU3058	NA	NA	slr0090
Chr	TU3059	slr0093; slr0095	DnaJ protein; heat shock protein 40; molecular cha perone ; O-methyltransferase	NA
Chr	TU3060	slr0096; slr0498	low affinity sulfate transporter ; unknown protein	NA
Chr	TU3061	slr0498	unknown protein 	NA
Chr	TU3062	ssr0854	hypothetical protein	NA
Chr	TU3063	sll0489	ABC transporter	NA
Chr	TU3064	slr0500	imidazoleglycerol-phosphate dehydratase	sll0488
Chr	TU3066	NA	NA	sll0488
Chr	TU3065	sll0488	hypothetical protein	slr0500
Chr	TU3067	sll0487	hypothetical protein	NA
Chr	TU3069	NA	NA	sll0484; sll0485; sll0486
Chr	TU3068	sll0484; sll0485; sll0486	ATP-binding protein of ABC transporter ; two-component response regulator NarL subfamily ; circadian clock protein KaiB homolog	NA
Chr	TU3071	slr0502	CobW protein	NA
Chr	TU3070	NA	NA	NA
Chr	TU3072	slr0503; slr0505	hypothetical protein YCF66 ; hypothetical protein	NA
Chr	TU3073	NA	NA	slr0503; slr0505
Chr	TU3074	slr0506	protochlorophyllide oxidoreductase	sll0481; sll0482
Chr	TU3076	NA	NA	sll0481; sll0482
Chr	TU3075	sll0481; sll0482	unknown protein ; unknown protein	slr0506
Chr	TU3078	slr0509	alkaline phosphatase	sll0480
Chr	TU3077	sll0480	L;L-diaminopimelate aminotransferase	slr0509
Chr	TU3079	slr0509	hypothetical protein 	NA
Chr	TU3080	NA	NA	ssr0871
Chr	TU3081	NA	NA	slr0511
Chr	TU3082	NA	NA	slr0511
Chr	TU3084	NA	NA	sll0477; sll0478; sll0479
Chr	TU3083	sll0477; sll0478; sll0479	putative biopolymer transport ExbB-like protein ; unknown protein ; unknown protein	NA
Chr	TU3085	slr0513	periplasmic iron-binding protein	NA
Chr	TU3086	NA	NA	slr0513
Chr	TU3087	NA	NA	slr0513
Chr	TU3088	NA	NA	slr0513
Chr	TU3089	slr0516	hypothetical protein	sll0474
Chr	TU3090	NA	NA	sll0474
Chr	TU3091	sll0474	two-component hybrid sensor and regulator 	NA
Chr	TU3092	NA	NA	sll0474
Chr	TU3093	NA	NA	sll0474
Chr	TU3095	slr0517	hypothetical protein	sll0473
Chr	TU3094	sll0473	unknown protein	slr0517
Chr	TU3096	slr0518	arabinofuranosidase	NA
Chr	TU3097	slr0519; slr0520; slr0521	hypothetical protein ; phosphoribosyl formylglycinamidine synthase ; unknown protein	NA
Chr	TU3098	NA	NA	slr0519; slr0520; slr0521
Chr	TU3099	slr0521	unknown protein 	NA
Chr	TU3101	NA	NA	ncl1470; sll0470; sll0471
Chr	TU3100	ncl1470; sll0470; sll0471	ncRNA; hypothetical protein ; hypothetical protein	NA
Chr	TU3103	slr0523	dithiobiotin synthetase	sll0467; sll0469
Chr	TU3102	sll0469	ribose-phosphate pyrophosphokinase	slr0523
Chr	TU3104	NA	NA	sll0467
Chr	TU3105	sll0597	hypothethical protein	NA
Chr	TU3106	sll0596	hypothetical protein	NA
Chr	TU3107	sll0594; sll0595	transcriptional regulator ; unknown protein	NA
Chr	TU3109	NA	NA	sll0593
Chr	TU3108	sll0593	glucokinase	NA
Chr	TU3110	slr0615; ncr1520	ATP-binding protein of ABC transporter ; ncRNA	NA
Chr	TU3111	ncr1520	NA	NA
Chr	TU3112	slr0616	unknown protein	NA
Chr	TU3113	ssr1038	unknown protein	NA
Chr	TU3114	slr0617	unknown protein	NA
Chr	TU3116	NA	NA	sll0590
Chr	TU3115	sll0590	unknown protein	slr0618
Chr	TU3117	slr0618	cobyric acid synthase 	NA
Chr	TU3118	NA	NA	slr0618
Chr	TU3119	slr0619; ssr1041	hypothetical protein ; hypothetical protein	sll0588
Chr	TU3120	NA	NA	slr0619; ssr1041
Chr	TU3121	sll0588	unknown protein	slr0619; ssr1041
Chr	TU3122	sll0587	pyruvate kinase 	NA
Chr	TU3124	NA	NA	sll0587
Chr	TU3123	sll0587	pyruvate kinase	NA
Chr	TU3125	Yfr1	NA	NA
Chr	TU3126	Yfr1	NA	NA
Chr	TU3127	NA	NA	Yfr1
Chr	TU3128	slr0623	thioredoxin	sll0585
Chr	TU3129	sll0585	hypothetical protein	slr0623
Chr	TU3131	NA	NA	sll0584
Chr	TU3130	sll0584	hypothetical protein YCF36	NA
Chr	TU3132	slr0624	UDP-N-acetylglucosamine 2-epimerase	NA
Chr	TU3133	slr0625	hypothetical protein	sll0109
Chr	TU3134	sll0109	chorismate mutase	slr0625
Chr	TU3135	slr0626; slr0099	probable glycosyltransferase ; putative transposase [ISY352_f]	NA
Chr	TU3136	NA	NA	slr0626; slr0099
Chr	TU3137	NA	NA	NA
Chr	TU3138	ncl1500; sll0108; ncl1490	ncRNA; ammonium/methylammonium permease ; ncRNA	NA
Chr	TU3139	NA	NA	sll0107
Chr	TU3141	NA	NA	sll0107
Chr	TU3140	NA	NA	NA
Chr	TU3142	NA	NA	sll0107
Chr	TU3144	NA	NA	NA
Chr	TU3143	NA	NA	NA
Chr	TU3145	slr0104	hypothetical protein	sll0103
Chr	TU3146	NA	NA	slr0104
Chr	TU3147	sll0103	hypothetical protein	slr0104
Chr	TU3148	sll0102	hypothetical protein	NA
Chr	TU3149	ncr1530; slr0105; slr0106	ncRNA; hypothetical protein ; unknown protein	sll0100; sll0101
Chr	TU3150	sll0100; sll0101	N-acyl-L-amino acid amidohydrolase ; unknown protein	ncr1530; slr0105; slr0106
Chr	TU3151	sll0098; sll0099	hypothetical protein ; precorrin-6y C5; 15-methyltransferase (decarboxyla ting)	NA
Chr	TU3152	slr0108	unknown protein	NA
Chr	TU3153	sll0096	hypothetical protein	NA
Chr	TU3154	sll0094; sll0095	two-component sensor histidine kinase ; hypothetical protein	NA
Chr	TU3155	slr0110; slr0111	hypothetical protein ; unknown protein	NA
Chr	TU3156	NA	NA	slr0110; slr0111
Chr	TU3157	NA	NA	slr0110; slr0111
Chr	TU3158	NA	NA	slr0110; slr0111
Chr	TU3159	slr0112	unknown protein	NA
Chr	TU3160	slr0114	putative PP2C-type protein phosphatase	NA
Chr	TU3161	slr0114	putative PP2C-type protein phosphatase 	NA
Chr	TU3162	slr0115; slr0116	response regulator for energy transfer from phycob ilisomes to photosystems ; phycocyanobilin:ferredoxin oxidoreductase	NA
Chr	TU3164	NA	NA	sll0092; ssl0172
Chr	TU3165	slr0118; slr0119	thiamine biosynthesis protein ThiC ; hypothetical protein	sll0092; ssl0172
Chr	TU3163	sll0092; ssl0172	putative transposase [ISY391_c] ; putative transposase [ISY391_c]	slr0118; slr0119
Chr	TU3166	NA	NA	slr0120
Chr	TU3167	slr0120	probable tRNA/rRNA methyltransferase 	NA
Chr	TU3168	slr0121	hypothetical protein	sll0290
Chr	TU3170	NA	NA	sll0290
Chr	TU3171	NA	NA	sll0290
Chr	TU3169	sll0290	polyphosphate kinase; the enzyme polyphosphate kinase 1 (PPK1) is a member of the Pho regulon of E. coli K-12	slr0121
Chr	TU3172	sll0289; ssl0546	septum site-determining protein MinD ; septum site-determining protein MinE	NA
Chr	TU3173	sll0288	septum formation inhibitor	NA
Chr	TU3174	slr0298; slr0299	FraH protein homolog ; hypothetical protein	NA
Chr	TU3175	NA	NA	slr0298; slr0299
Chr	TU3176	NA	NA	slr0299; slr0300
Chr	TU3177	NA	NA	slr0300
Chr	TU3178	NA	NA	slr0300
Chr	TU3180	slr0301	phosphoenolpyruvate synthase	NA
Chr	TU3179	NA	NA	slr0301
Chr	TU3181	NA	NA	slr0301
Chr	TU3182	slr0302	PleD protein	NA
Chr	TU3183	slr0302	unknown protein 	NA
Chr	TU3184	NA	NA	slr0302
Chr	TU3185	slr0302	unknown protein 	NA
Chr	TU3186	NA	NA	NA
Chr	TU3187	slr0303	hypothetical protein	NA
Chr	TU3188	NA	NA	NA
Chr	TU3189	slr0306	unknown protein	NA
Chr	TU3190	slr0306	unknown protein 	NA
Chr	TU3191	sll0286	hypothetical protein YCF52	slr0306
Chr	TU3192	sll0284	hypothetical protein 	NA
Chr	TU3194	NA	NA	sll0284
Chr	TU3193	sll0284	hypothetical protein	NA
Chr	TU3195	ncl1530; sll0283	ncRNA; hypothetical protein	NA
Chr	TU3196	slr0309	P-methylase	NA
Chr	TU3197	slr0309	probable methyltransferase 	NA
Chr	TU3198	slr0309	probable methyltransferase 	NA
Chr	TU3199	NA	NA	sll0280
Chr	TU3200	slr0312	two-component response regulator NarL subfamily 	NA
Chr	TU3201	NA	NA	slr0315
Chr	TU3202	slr0316	hypothetical protein 	NA
Chr	TU3203	NA	NA	slr0317
Chr	TU3204	NA	NA	slr0317; slr0318
Chr	TU3205	NA	NA	slr0319
Chr	TU3207	NA	NA	ssl0511
Chr	TU3206	ssl0511	hypothetical protein	slr0319
Chr	TU3208	slr0786	methionine aminopeptidase	NA
Chr	TU3209	NA	NA	slr0786
Chr	TU3210	sll0800	putative transposase	NA
Chr	TU3211	slr0787	bifunctional nicotinamide mononucleotide adenylyltransferase.ADP-ribose pyrophosphatase	NA
Chr	TU3212	slr0789; slr0790	hypothetical protein ; similar to ultraviolet light resistance protein B	NA
Chr	TU3213	NA	NA	sll0798
Chr	TU3214	NA	NA	sll0798
Chr	TU3215	sll0797	OmpR subfamily protein	NA
Chr	TU3216	NA	NA	slr0794
Chr	TU3217	slr0795	cation efflux system protein involved in nickel and cobalt tolerance	NA
Chr	TU3218	NA	NA	NA
Chr	TU3219	NA	NA	slr0796
Chr	TU3220	slr0796	nickel permease involved in nickel and cobalt tole rance 	NA
Chr	TU3221	NA	NA	slr0796
Chr	TU3222	sll0794	coaR;  cobalt-dependent transcriptional regulator	NA
Chr	TU3223	NA	NA	slr0797
Chr	TU3224	sll0793	hypothetical protein	NA
Chr	TU3225	sll0792	transcriptional repressor SmtB	NA
Chr	TU3226	NA	NA	slr0798
Chr	TU3227	NA	NA	slr0798
Chr	TU3229	NA	NA	NA
Chr	TU3228	NA	NA	slr0798
Chr	TU3231	NA	NA	sll0788; sll0789; sll0790
Chr	TU3232	NA	NA	sll0788; sll0789; sll0790
Chr	TU3230	sll0788; sll0789; sll0790	hypothetical protein ; two-component response regulator OmpR subfamily ; two-component sensor histidine kinase	NA
Chr	TU3234	slr0799	transposase	NA
Chr	TU3233	NA	NA	slr0799
Chr	TU3236	NA	NA	NA
Chr	TU3235	NA	NA	slr0799; slr0800
Chr	TU3237	Norf8	NA	NA
Chr	TU3238	ssl1464; ncl1560	unknown protein ; ncRNA	NA
Chr	TU3239	NA	NA	sll0785
Chr	TU3240	NA	NA	sll0785
Chr	TU3241	sll0783; sll0784	unknown protein ; nitrilase	NA
Chr	TU3242	slr0801	hypothetical protein	NA
Chr	TU3243	slr0801	hypothetical protein 	NA
Chr	TU3244	NA	NA	sll0782
Chr	TU3245	NA	NA	sll0782
Chr	TU3246	sll0782	protein kinase	NA
Chr	TU3247	sll0781	hypothetical protein	NA
Chr	TU3249	NA	NA	NA
Chr	TU3248	NA	NA	NA
Chr	TU3251	NA	NA	NA
Chr	TU3250	NA	NA	NA
Chr	TU3252	sll0778	ABC transporter%2C ATP-binding protein 	NA
Chr	TU3253	sll0775; sll0776; sll0777	unknown protein ; serine/threonine kinase ; putative carboxypeptidase	NA
Chr	TU3254	ssr1169	salt-stress induced hydrophobic peptide	NA
Chr	TU3255	NA	NA	slr0697
Chr	TU3256	slr0700	probable amino acid permease	NA
Chr	TU3257	slr0702	unknown protein 	NA
Chr	TU3259	NA	NA	sll0677
Chr	TU3260	NA	NA	sll0677
Chr	TU3261	NA	NA	sll0677
Chr	TU3258	sll0677	transposase	NA
Chr	TU3262	NA	NA	sll0676; ssl1277
Chr	TU3263	sll0676; ssl1277	hypothetical protein ; putative transposase	NA
Chr	TU3265	ssr1175; slr0703; smr0002; slr0704; ssr1176	putative transposase [ISY100_v1] ; putative transposase [ISY523_i] ; putative transposase [ISY100_v2] ; putative transposase [ISY100_g] ; putative transposase [ISY100_v3]	sll0672
Chr	TU3264	NA	NA	ssr1175; slr0703; smr0002; slr0704; ssr1176
Chr	TU3266	NA	NA	ssr1175; slr0703; smr0002; slr0704; ssr1176
Chr	TU3267	NA	NA	ssr1175; slr0703; smr0002; slr0704; ssr1176
Chr	TU3269	NA	NA	sll0672
Chr	TU3270	NA	NA	sll0672
Chr	TU3268	sll0672	cation-transporting p-type ATPase PacL	ssr1175; slr0703; smr0002; slr0704; ssr1176
Chr	TU3271	slr0707	DNA polymerase I	NA
Chr	TU3272	slr0707	DNA polymerase I 	NA
Chr	TU3273	NA	NA	slr0707
Chr	TU3274	slr0708	periplasmic protein; function unknown	NA
Chr	TU3275	NA	NA	NA
Chr	TU3276	NA	NA	sll0667; sll0668
Chr	TU3278	NA	NA	sll0667
Chr	TU3277	sll0667	transposase	NA
Chr	TU3279	sll0665	putative transposase [ISY523_r] 	NA
Chr	TU3280	NA	NA	NA
Chr	TU3281	sll0664	unknown protein	NA
Chr	TU3282	slr0709	hypothetical protein	NA
Chr	TU3283	slr0710; slr0711; slr0712	glutamate dehydrogenase (NADP+) ; hypothetical protein ; hypothetical protein	NA
Chr	TU3284	NA	NA	slr0710; slr0711; slr0712
Chr	TU3285	slr0712	hypothetical protein 	NA
Chr	TU3286	ssl1263; sll0661; sll0662	hypothetical protein ; hypothetical protein YCF35 ; 4Fe-4S type iron-sulfur protein	slr0712
Chr	TU3288	NA	NA	sll0660
Chr	TU3289	smr0003	NA	sll0660
Chr	TU3290	slr0713	queuine tRNA-ribosyltransferase	ssl1255; sll0658; sll0659; sll0660
Chr	TU3287	sll0660	4-hydroxythreonine-4-phosphate dehydrogenase	smr0003; slr0713
Chr	TU3291	ssl1255; sll0658; sll0659	hypothetical protein ; hypothetical protein ; hypothetical protein	slr0713
Chr	TU3293	NA	NA	sll0657
Chr	TU3292	sll0657	phospho-N-acetylmuramoyl-pentapeptide-transferase	NA
Chr	TU3294	slr0765	hypothetical protein	NA
Chr	TU3295	NA	NA	sll0741; sll0742; sll0743; sll0744; sll0745
Chr	TU3297	NA	NA	sll0741; sll0742; sll0743; sll0744; sll0745
Chr	TU3298	NA	NA	sll0741; sll0742; sll0743; sll0744; sll0745
Chr	TU3296	sll0741; sll0742; sll0743; sll0744; sll0745	pyruvate flavodoxin oxidoreductase ; hypothetical protein ; hypothetical protein ; hypothetical protein ; phosphofructokinase	slr0765
Chr	TU3299	sll0740	hypothetical protein 	NA
Chr	TU3300	SyR5; sll0737; sll0738	ncRNA; hypothetical protein ; molybdate-binding periplasmic protein	NA
Chr	TU3302	ncr1550	NA	sll0048; ncl1580
Chr	TU3303	NA	NA	sll0048; ncl1580
Chr	TU3304	ncr1560	NA	sll0047; sll0048; ncl1580
Chr	TU3301	sll0048; ncl1580	unknown protein ; ncRNA	ncr1550; ncr1560
Chr	TU3306	slr0022	hypothetical protein	sll0045
Chr	TU3305	sll0047	hypothetical protein YCF12	ncr1560
Chr	TU3307	NA	NA	slr0022
Chr	TU3309	NA	NA	NA
Chr	TU3308	NA	NA	NA
Chr	TU3310	NA	NA	sll0039; sll0040; sll0041; sll0042; sll0043; sll0044
Chr	TU3312	NA	NA	sll0039; sll0040; sll0041; sll0042; sll0043; sll0044
Chr	TU3313	NA	NA	ncl1590; sll0038; sll0039; sll0040; sll0041; sll0042; sll0043; sll0044
Chr	TU3311	sll0039; sll0040; sll0041; sll0042; sll0043; sll0044	positive phototaxis protein; two-component respons e regulator CheY subfamily ; positive phototaxis protein; homologous to chemota xis protein CheW ; phytochrome-like photoreceptor protein for positiv e phototaxis: homologous to methyl-accepting chemotaxis p rotein ; methyl-accepting chemotaxis protein for positive p hototaxis ; positive phototaxis protein; homologous to chemota xis protein CheA; two-component hybrid histidine kinase ; unknown protein	NA
Chr	TU3314	ncl1590; sll0038	ncRNA; positive phototaxis protein; two-component respons e regulator PatA subfamily	NA
Chr	TU3315	ncl1590	NA	NA
Chr	TU3316	slr0031	hypothetical protein	NA
Chr	TU3317	slr0032	branched-chain amino acid aminotransferase	NA
Chr	TU3318	slr0033	glutamyl-tRNA(Gln) amidotransferase subunit C	sll0037
Chr	TU3319	NA	NA	slr0033
Chr	TU3320	sll0037	hypothetical protein	slr0033
Chr	TU3321	sll0036	hypothetical protein 	NA
Chr	TU3322	sll0036	methylglyoxal synthase	NA
Chr	TU3323	NA	NA	slr0036
Chr	TU3325	NA	NA	sll0034
Chr	TU3324	sll0034	putative carboxypeptidase	slr0036
Chr	TU3326	sll0033	carotene isomerase	NA
Chr	TU3327	isaR1	potentially regulatory sRNA	NA
Chr	TU3328	sll0031	hypothetical protein 	NA
Chr	TU3330	ncr1570; slr0038; slr0039	ncRNA; hypothetical protein ; hypothetical protein	sll0030; sll0031
Chr	TU3329	sll0031	hypothetical protein	ncr1570; slr0038; slr0039
Chr	TU3332	slr0040; slr0041; slr0042; slr0043; slr0044	bicarbonate transport system substrate-binding pro tein ; bicarbonate transport system permease protein ; probable porin: major outer membrane protein ; bicarbonate transport system ATP-binding protein ; bicarbonate transport system ATP-binding protein	sll0030
Chr	TU3331	sll0030	protein CmpR	ncr1570; slr0038; slr0039; slr0040; slr0041; slr0042; slr0043; slr0044
Chr	TU3333	NA	NA	slr0040; slr0041; slr0042; slr0043; slr0044
Chr	TU3334	NA	NA	slr0040; slr0041; slr0042; slr0043; slr0044
Chr	TU3335	NA	NA	slr0040; slr0041; slr0042; slr0043; slr0044
Chr	TU3337	NA	NA	sll0027
Chr	TU3336	NA	NA	slr0040; slr0041; slr0042; slr0043; slr0044
Chr	TU3339	NA	NA	sll0026; sll0027
Chr	TU3338	sll0026; sll0027	NADH dehydrogenase subunit 5 (involved in constitu tive; low affinity CO2 uptake) ; NADH dehydrogenase subunit 4 (involved in constitu tive; low affinity CO2 uptake)	NA
Chr	TU3341	NA	NA	sll0517; sll0518
Chr	TU3340	NA	NA	NA
Chr	TU3342	sll0518	unknown protein	NA
Chr	TU3344	NA	NA	ncl1610; sll0517
Chr	TU3343	sll0517	RNA binding protein	NA
Chr	TU3346	slr0525; slr0526; slr0527	Mg-protoporphyrin IX methyl transferase ; 3-methyl-2-oxobutanoate hydroxymethyltransferase ; transcription regulator ExsB homolog	NA
Chr	TU3345	ncl1610	NA	NA
Chr	TU3347	NA	NA	slr0525; slr0526; slr0527
Chr	TU3348	slr0528	UDP-N-acetylmuramoylalanyl-D-glutamate--2;6-diaminopimelate ligase	NA
Chr	TU3350	NA	NA	NA
Chr	TU3349	NA	NA	slr0528
Chr	TU3351	sml0013; sll0514	hypothetical protein ; hypothetical protein	NA
Chr	TU3352	NA	NA	slr0529
Chr	TU3353	NA	NA	slr0531
Chr	TU3355	slr0533	sensory transduction histidine kinase	sll0513
Chr	TU3354	sll0513	hypothetical protein	slr0533
Chr	TU3356	NA	NA	slr0533
Chr	TU3357	slr0533	two-component sensor histidine kinase 	NA
Chr	TU3359	NA	NA	NA
Chr	TU3358	NA	NA	NA
Chr	TU3360	NA	NA	NA
Chr	TU3361	NA	NA	slr0534
Chr	TU3362	NA	NA	slr0534
Chr	TU3363	slr0535; slr0536	protease ; uroporphyrinogen decarboxylase	NA
Chr	TU3364	NA	NA	slr0535; slr0536
Chr	TU3365	NA	NA	slr0535; slr0536
Chr	TU3366	NA	NA	slr0535; slr0536
Chr	TU3367	NA	NA	slr0535; slr0536
Chr	TU3368	NA	NA	slr0535; slr0536
Chr	TU3369	NA	NA	sll0509
Chr	TU3370	sll0509	AP-4-A phosphorylase II	NA
Chr	TU3371	slr0537	putative sugar kinase	sll0507
Chr	TU3372	NA	NA	slr0537
Chr	TU3373	NA	NA	slr0537
Chr	TU3374	sll0507	magnesium and cobalt transport protein	slr0537
Chr	TU3376	NA	NA	sll0505; sll0506
Chr	TU3375	NA	NA	NA
Chr	TU3377	sll0505; sll0506	hypothetical protein ; undecaprenyl pyrophosphate synthetase	NA
Chr	TU3379	NA	NA	ncl1620; sll0504
Chr	TU3378	ncl1620; sll0504	ncRNA; diaminopimelate decarboxylase	NA
Chr	TU3380	NA	NA	sll0502; sll0503
Chr	TU3381	sll0502; sll0503	arginyl-tRNA-synthetase ; hypothetical protein	NA
Chr	TU3382	sll0501	probable glycosyltransferase 	NA
Chr	TU3383	slr0541	probable amidotransferase	NA
Chr	TU3384	NA	NA	slr0541
Chr	TU3385	slr0542; slr0543	ATP-dependent protease ClpP ; tryptophan synthase beta subunit	sll0499
Chr	TU3386	NA	NA	slr0542; slr0543
Chr	TU3387	NA	NA	NA
Chr	TU3388	slr0544	ABC transporter	sll0498
Chr	TU3389	sll0498	hypothetical protein	slr0544
Chr	TU3390	NA	NA	sll0497
Chr	TU3391	sll0497	hypothetical protein	NA
Chr	TU3392	slr0545	auxin-induced protein	NA
Chr	TU3393	sll0496	hypothetical protein	slr0545
Chr	TU3394	6803t37; 6803t38	tRNA-OTHER; tRNA-OTHER	sll0494
Chr	TU3395	NA	NA	6803t37; 6803t38
Chr	TU3397	NA	NA	sll0902; sll0493; sll0494
Chr	TU3396	sll0902; sll0493; sll0494	ornithine carbamoyltransferase ; hypothetical protein ; unknown protein	NA
Chr	TU3398	NA	NA	sll0901
Chr	TU3400	slr0925; ssr1552; slr0926	single-stranded DNA-binding protein ; hypothetical protein ; 4-hydroxybenzoate-octaprenyl transferase	NA
Chr	TU3399	sll0901	phosphoribosylaminoimidazole carboxylase catalytic subunit	NA
Chr	TU3401	NA	NA	slr0925; ssr1552; slr0926
Chr	TU3402	ncr1580; slr0927	ncRNA; photosystem II reaction center D2 protein	NA
Chr	TU3403	slr0929; slr0930; ssr1558	chromosome partitioning protein; ParA family ; hypothetical protein ; hypothetical protein	sll0899; sll0900
Chr	TU3404	NA	NA	slr0929; slr0930; ssr1558
Chr	TU3405	sll0899; sll0900	UDP-N-acetylglucosamine pyrophosphorylase ; ATP phosphoribosyltransferase	slr0929; slr0930; ssr1558
Chr	TU3406	NA	NA	NA
Chr	TU3408	ssr1562	hypothetical protein	sll0897; ssl1707; sll0898
Chr	TU3407	NA	NA	ssr1562
Chr	TU3409	sll0897; ssl1707; sll0898	DnaJ protein; heat shock protein 40; molecular cha perone ; hypothetical protein ; hypothetical protein	ssr1562
