location	TU ID	TU start	TU end	Strand	TU type	alternative starts	Internal starts	5'UTR	3'UTR	genes	15C	42C	-CO2	Darkness	-Fe	Hl	-N	-P	Exp. p.	Stat. p.	Max cond.	Max reads	Average	Max/Avg	UEF	Sense tags	Annotation	Antisense TUs	Antisense tags
Chr	TU3445	3279136	3279279	+	an	NA	NA	NA	NA	0	2061	67	499	0	611	682	715	699	268	180	15C	2061	578.2	3.56	2.88	NA	NA	TU3443	sll1342
Chr	TU3443	3279185	3278019	-	ga	NA	NA	50	103	1	31494	4369	17257	37	39900	38419	10804	23949	44007	3197	exp. P.	44007	21343.3	2.06	1.1	sll1342	glyceraldehyde-3-phosphate dehydrogenase	"TU3444, TU3445"	NA
Chr	TU3446	3279280	3279335	+	n	NA	NA	NA	NA	0	2589	800	2013	112	1956	2593	3915	6851	5555	360	-P	6851	2674.4	2.56	1.23	NA	NA	NA	NA
Chr	TU3447	3279336	3279387	+	n	NA	NA	NA	NA	0	14572	901	5963	224	11128	12086	4178	6385	19468	1576	exp. P.	19468	7648.1	2.55	1.34	NA	NA	NA	NA
Chr	TU3448	3279388	3282553	+	ga	NA	"3282113, 3279610"	2	246	3	2397	300	2569	953	4286	4355	14643	4638	4248	2207	-N	14643	4059.6	3.61	3.16	"slr1423, slr1424, slr1425"	"UDP-N-acetylmuramate-alanine ligase , UDP-N-acetylenolpyruvoylglucosamine reductase , hypothetical protein"	"TU3449, TU3450"	sll1341
Chr	TU3449	3280223	3280124	-	a	NA	NA	NA	NA	0	96	467	173	430	691	706	640	505	360	0	HL	706	406.8	1.74	1.02	NA	NA	TU3448	"slr1423, slr1424, slr1425"
Chr	TU3451	3282554	3282655	+	a	NA	NA	NA	NA	0	575	100	268	19	675	350	979	408	435	45	-N	979	385.4	2.54	1.45	NA	NA	TU3450	sll1341
Chr	TU3452	3282846	3282946	+	a	NA	NA	NA	NA	0	288	634	364	37	514	374	301	272	167	45	42C	634	299.6	2.12	1.23	NA	NA	TU3450	sll1341
Chr	TU3450	3282986	3281706	-	ga	NA	NA	74	736	1	9299	6737	6212	168	5310	5452	5082	8617	1486	2117	15C	9299	5048	1.84	1.08	sll1341	bacterioferritin	"TU3448, TU3451, TU3452"	"slr1423, slr1424, slr1425"
Chr	TU3454	3283392	3284175	+	ga	NA	"3283472, 3284035"	75	10	1	527	33	173	0	166	139	640	311	43	45	-N	640	207.7	3.08	1.21	slr1426	recombination protein RecR	"TU3453, TU3455"	"sll1338, sll1340"
Chr	TU3453	3283445	3282987	-	ga	NA	NA	39	117	1	4410	534	2320	37	2850	1906	7077	1067	2368	1081	-N	7077	2365	2.99	1.6	sll1340	hypothetical protein	TU3454	slr1426
Chr	TU3456	3284756	3284929	+	a	NA	NA	NA	NA	0	1869	467	268	280	1334	1248	678	1126	1116	0	15C	1869	838.6	2.23	1.4	NA	NA	"TU3455, TU3457"	"sll1336, sll1338"
Chr	TU3455	3284909	3283478	-	ga	NA	NA	63	805	1	109197	81617	111249	21212	105131	123042	168757	198674	110097	91641	-P	198674	112061.7	1.77	1.18	sll1338	unknown protein	"TU3454, TU3456"	slr1426
Chr	TU3458	3284930	3285364	+	a	NA	NA	NA	330	0	1869	1401	2358	635	2116	2587	1957	1533	923	360	HL	2587	1573.9	1.64	1.1	ncr1620	NA	TU3457	sll1336
Chr	TU3459	3287216	3287330	+	an	NA	NA	NA	NA	0	383	167	288	0	445	386	151	505	196	45	-P	505	256.6	1.97	1.13	NA	NA	TU3457	sll1336
Chr	TU3457	3287268	3284910	-	ga	NA	"3285654, 3285297, 3285710"	100	141	1	5321	834	2876	19	3268	6839	3651	2698	1051	540	HL	6839	2709.7	2.52	1.29	sll1336	hypothetical protein	"TU3456, TU3458, TU3459"	ncr1620
Chr	TU3460	3287331	3289179	+	ga	NA	3288624	59	NA	1	2253	1334	1323	56	2379	3975	3275	1223	3866	675	HL	3975	2035.9	1.95	1.03	slr1428	hypothetical protein	TU3461	NA
Chr	TU3462	3289271	3289370	+	a	NA	NA	NA	NA	0	336	33	192	0	364	404	452	78	635	0	exp. P.	635	249.4	2.55	1.4	NA	NA	TU3461	NA
Chr	TU3463	3289813	3289914	+	a	NA	NA	NA	NA	0	1007	400	594	243	418	772	226	776	384	405	15C	1007	522.5	1.93	1.3	NA	NA	TU3461	NA
Chr	TU3461	3290570	3288937	-	ai	"3289688, 3289790"	"3289791, 3289689"	NA	NA	0	8293	8472	10162	635	7839	8414	4443	10829	3799	8421	-P	10829	7130.7	1.52	1.07	NA	NA	"TU3460, TU3462, TU3463"	slr1428
Chr	TU3464	3290574	3291647	+	ga	3291092	3291101	523	NA	1	9923	833	2991	19	3825	4723	941	2271	1797	270	15C	9923	2759.3	3.6	2.1	"ncr1630, slr1429"	"ncRNA, hypothetical protein"	NA	sll1334
Chr	TU3465	3292117	3291633	-	ga	NA	3292052	28	371	1	2397	267	767	19	3600	2792	188	1009	2131	45	-Fe	3600	1321.5	2.72	1.29	6803t39	NA	NA	slr1429
Chr	TU3466	3292966	3292118	-	g	NA	NA	82	59	1	1198	100	690	0	1066	1019	4480	543	1153	0	-N	4480	1024.9	4.37	3.74	sll1333	unknown protein	NA	NA
Chr	TU3467	3293018	3294740	+	ga	3293021	NA	60	235	1	4842	300	1783	38	3134	2973	2221	893	841	900	15C	4842	1792.5	2.7	1.54	slr1431	hypothetical protein	"TU3468, TU3469"	sll1330
Chr	TU3468	3293712	3293174	-	a	NA	NA	NA	NA	0	863	0	0	0	70	157	38	19	22	0	15C	863	116.9	7.38	5.5	NA	NA	TU3467	slr1431
Chr	TU3469	3295276	3293957	-	ga	NA	NA	26	541	1	1822	534	441	56	702	1526	13251	1223	11516	856	-N	13251	3192.7	4.15	1.15	sll1330	OmpR subfamily protein	TU3467	slr1431
Chr	TU3471	3296411	3296842	+	g	NA	NA	51	NA	1	11265	1734	6002	93	6981	7171	6324	8229	4772	2432	15C	11265	5500.3	2.05	1.37	slr1451	hypothetical protein	NA	NA
Chr	TU3470	3296429	3295277	-	g	NA	NA	43	303	1	4362	1034	1572	112	2534	2256	1468	2989	2080	991	15C	4362	1939.8	2.25	1.46	sll1329	monophosphatase	NA	NA
Chr	TU3472	3296914	3297220	+	ai	NA	NA	NA	NA	0	5177	3502	6385	56	7319	4427	7566	5492	2955	1306	-N	7566	4418.5	1.71	1.03	NA	NA	TU3473	sll1367
Chr	TU3473	3298147	3296994	-	ga	NA	NA	50	318	1	863	267	173	150	686	700	376	970	433	90	-P	970	470.8	2.06	1.12	sll1367	hypothetical protein	TU3472	slr1451
Chr	TU3474	3302061	3302461	+	ai	NA	NA	NA	NA	0	719	67	173	0	380	476	188	155	718	135	15C	719	301.1	2.39	1	NA	NA	TU3475	NA
Chr	TU3475	3302620	3302390	-	a	NA	NA	NA	NA	0	240	567	403	19	852	826	565	446	609	45	-Fe	852	457.2	1.86	1.03	NA	NA	TU3474	slr1455
Chr	TU3477	3302646	3302747	+	an	NA	NA	NA	NA	0	192	467	192	37	332	374	339	349	643	135	exp. P.	643	306	2.1	1.38	NA	NA	TU3476	NA
Chr	TU3476	3302699	3302621	-	an	3302697	NA	NA	NA	0	575	1634	1303	355	380	380	414	660	469	855	42C	1634	702.5	2.33	1.25	NA	NA	TU3477	NA
Chr	TU3478	3302755	3302948	+	g	NA	NA	57	NA	1	767	100	364	19	113	42	640	213	31	90	15C	767	237.9	3.22	1.2	slr1456	general secretion pathway protein G	NA	NA
Chr	TU3479	3303435	3303044	-	a	NA	NA	NA	NA	0	1103	167	249	0	402	277	264	311	179	135	15C	1103	308.7	3.57	2.74	NA	NA	NA	slr1456
Chr	TU3480	3304519	3304618	+	i	NA	NA	NA	NA	0	1486	500	1515	19	1447	1261	753	1320	1312	811	-CO2	1515	1042.4	1.45	1.02	slr1457	chromate transport protein 	NA	NA
Chr	TU3482	3304810	3305644	+	ga	NA	NA	62	263	1	2157	834	4218	187	1623	899	1242	4619	4115	721	-P	4619	2061.5	2.24	1.1	slr1459	phycobilisome core component	TU3481	NA
Chr	TU3481	3304834	3304733	-	an	NA	NA	NA	NA	0	2732	33	690	187	546	356	828	990	292	180	15C	2732	683.4	4	2.76	NA	NA	TU3482	slr1459
Chr	TU3483	3306609	3306710	+	a	NA	NA	NA	NA	0	1007	367	1189	37	1125	1827	1543	1203	1213	450	HL	1827	996.1	1.83	1.18	NA	NA	NA	sll1366
Chr	TU3485	3308419	3308518	+	a	NA	NA	NA	NA	0	623	67	115	0	171	217	75	39	307	135	15C	623	174.9	3.56	2.03	NA	NA	TU3484	sll1366
Chr	TU3484	3308792	3308309	-	ga	NA	NA	19	NA	1	1294	133	268	37	857	1068	226	408	906	180	15C	1294	537.7	2.41	1.21	sll1366	Snf2.Rad54 family helicase	TU3485	NA
Chr	TU3486	3308828	3309637	+	ga	NA	NA	50	163	1	431	634	671	168	1114	621	1468	1087	275	135	-N	1468	660.4	2.22	1.32	slr1461	hypothetical protein	NA	sll1365
Chr	TU3487	3311508	3311139	-	g	NA	NA	77	NA	1	1150	334	479	0	1431	1405	979	388	2368	225	exp. P.	2368	875.9	2.7	1.65	sll1365	unknown protein	NA	NA
Chr	TU3488	3311581	3311719	+	g	3311619	NA	79	NA	1	12894	9006	16739	206	4860	3980	12912	8015	1815	12699	-CO2	16739	8312.6	2.01	1.3	slr1462	hypothetical protein	NA	NA
Chr	TU3489	3312324	3312566	+	i	NA	NA	NA	NA	0	1150	0	173	0	375	338	301	194	222	0	15C	1150	275.3	4.18	3.07	slr1462	hypothetical protein 	NA	NA
Chr	TU3490	3312964	3313354	+	ai	NA	NA	NA	NA	0	527	100	173	56	450	344	226	194	201	90	15C	527	236.1	2.23	1.17	NA	NA	TU3491	NA
Chr	TU3491	3313275	3313174	-	a	NA	NA	NA	NA	0	767	0	96	0	284	416	226	97	213	0	15C	767	209.9	3.65	1.84	NA	NA	TU3490	NA
Chr	TU3492	3313507	3315761	+	ga	NA	NA	160	7	1	34993	5370	10795	262	19422	26646	4781	10364	7367	10042	15C	34993	13004.2	2.69	1.31	"ncr1640, slr1463"	"ncRNA, elongation factor EF-G"	TU3493	NA
Chr	TU3493	3313696	3313597	-	a	NA	NA	NA	NA	0	192	267	307	37	568	579	264	330	353	180	HL	579	307.7	1.88	1.02	NA	NA	TU3492	"ncr1640, slr1463"
Chr	TU3494	3315762	3315849	+	n	NA	NA	NA	NA	0	1917	3102	6404	37	177	302	2409	3843	0	5449	-CO2	6404	2364	2.71	1.18	NA	NA	NA	NA
Chr	TU3495	3315850	3316028	+	g	NA	NA	88	NA	1	527	0	268	0	391	175	903	272	222	90	-N	903	284.8	3.17	1.71	slr1464	hypothetical protein	NA	NA
Chr	TU3496	3317157	3316679	-	a	NA	NA	NA	83	0	309999	258493	451092	358480	285492	300142	306194	525535	320132	243580	-P	525535	335913.9	1.56	1.17	ssrA	tmRNA	NA	slr1464
Chr	TU3497	3317628	3317158	-	g	NA	3317497	35	NA	1	815	1634	1208	897	2304	1659	1318	1223	4059	901	exp. P.	4059	1601.8	2.53	1.76	"ssl2667, ssrA"	"an assembly factor for iron-sulfur culsters , tmRNA"	NA	NA
Chr	TU3498	3318737	3317629	-	g	NA	3318358	41	72	1	2636	334	1668	0	4822	12551	1318	2368	5521	360	HL	12551	3157.8	3.97	2.27	sll1363	ketol-acid reductoisomerase	NA	NA
Chr	TU3499	3318799	3320219	+	ga	NA	"3319786, 3319592"	30	168	2	5369	4203	5043	112	4865	8233	4442	3629	3148	811	HL	8233	3985.5	2.07	1.53	"slr0651, slr0652"	"hypothetical protein , phosphorybosilformimino-5-amino- phosphorybosil-4- imidazolecarboxamideisomerase"	NA	sll0631
Chr	TU3500	3321760	3320919	-	g	NA	NA	24	NA	1	3116	167	1170	19	863	1254	1355	951	1244	225	15C	3116	1036.4	3.01	2.3	sll0631	L-aspartate oxidase	NA	NA
Chr	TU3502	3321862	3321961	+	a	NA	NA	NA	NA	0	240	133	173	19	139	217	678	116	60	0	-N	678	177.5	3.82	2.83	NA	NA	TU3501	sll0630
Chr	TU3588	3410410	3411898	+	gai	NA	NA	351	46	1	1342	167	268	56	1104	1092	903	563	1259	315	15C	1342	706.9	1.9	1.07	slr0747	ATP-binding subunit of an ABC-type osmolyte transporter	TU3589	sll0736
Chr	TU3503	3322943	3322717	-	g	NA	NA	180	NA	1	48	0	0	0	188	265	0	58	640	0	exp. P.	640	119.9	5.34	2.42	"ncl1690, sll0629"	"ncRNA, alternative photosystem I reaction center subunit X"	NA	NA
Chr	TU3504	3323053	3324618	+	ga	NA	NA	222	66	1	9491	1834	10047	56	14814	8781	8282	4095	4644	1261	-Fe	14814	6330.5	2.34	1.47	"ncr1650, slr0653"	"ncRNA, principal RNA polymerase sigma factor SigA"	TU3505	NA
Chr	TU3505	3324977	3324333	-	a	NA	NA	NA	NA	0	14764	20579	43027	3009	37633	4113	83983	48266	11666	11618	-N	83983	27865.8	3.01	1.74	NA	NA	"TU3504, TU3506"	"ncr1650, slr0653"
Chr	TU3510	3330216	3331594	+	ga	NA	NA	65	7	2	3499	1701	3950	2822	5953	9125	4216	6463	11646	2252	exp. P.	11646	5162.7	2.26	1.28	"ncr1660, slr0654, slr0655"	"ncRNA, unknown protein , hypothetical protein"	TU3511	NA
Chr	TU3511	3331305	3331045	-	a	NA	NA	NA	NA	0	4122	1001	2435	75	2116	1628	2748	2504	4898	1801	exp. P.	4898	2332.8	2.1	1.19	NA	NA	TU3510	"ncr1660, slr0654, slr0655"
Chr	TU3512	3331595	3333020	+	ga	NA	NA	30	199	1	1774	200	1323	19	1709	591	2108	1203	408	450	-N	2108	978.5	2.15	1.19	slr0656	hypothetical protein	"TU3513, TU3514"	6803t41
Chr	TU3513	3332881	3332780	-	a	NA	NA	NA	NA	0	48	33	134	0	177	579	75	0	48	0	HL	579	109.4	5.29	3.27	NA	NA	TU3512	slr0656
Chr	TU3515	3333021	3333149	+	a	NA	NA	NA	NA	0	1246	0	537	0	354	392	640	155	80	45	15C	1246	344.9	3.61	1.95	NA	NA	TU3514	6803t41
Chr	TU3514	3333119	3332882	-	ga	NA	3333014	22	132	1	1869	0	364	0	1677	989	376	233	541	45	15C	1869	609.4	3.07	1.11	6803t41	NA	"TU3512, TU3515"	slr0656
Chr	TU3516	3333208	3336395	+	ga	NA	"3335444, 3335958"	36	28	2	5033	233	1093	0	1297	2744	1468	466	454	135	15C	5033	1292.3	3.89	1.83	"slr0657, slr0658, ncr1670"	"aspartate kinase , unknown protein , ncRNA"	"TU3517, TU3518, TU3519"	NA
Chr	TU3517	3335414	3334997	-	a	NA	NA	NA	NA	0	2157	133	2454	19	2668	2256	2409	951	1503	315	-Fe	2668	1486.5	1.79	1.09	NA	NA	TU3516	"slr0657, slr0658, ncr1670"
Chr	TU3518	3335712	3335554	-	a	NA	NA	NA	NA	0	240	33	268	0	204	265	226	97	1022	45	exp. P.	1022	240	4.26	3.81	NA	NA	TU3516	"slr0657, slr0658, ncr1670"
Chr	TU3519	3335934	3335833	-	a	NA	NA	NA	NA	0	0	0	38	0	96	145	38	39	548	0	exp. P.	548	90.4	6.06	3.78	NA	NA	TU3516	"slr0657, slr0658, ncr1670"
Chr	TU3520	3336406	3338656	+	g	NA	NA	1	108	1	1055	800	1361	37	2090	1876	1619	1883	372	225	-Fe	2090	1131.8	1.85	1.11	slr0659	oligopeptidase A	NA	NA
Chr	TU3521	3338657	3339641	+	ga	NA	NA	25	156	1	8005	2702	5350	150	12077	11260	7303	7841	9834	1036	-Fe	12077	6555.8	1.84	1.07	slr0661	pyrroline-5-carboxylate reductase	TU3522	sll0626
Chr	TU3522	3339350	3339257	-	a	NA	NA	NA	NA	0	575	133	268	0	332	265	38	369	184	135	15C	575	229.9	2.5	1.56	NA	NA	TU3521	slr0661
Chr	TU3524	3341061	3341162	+	an	NA	NA	NA	NA	0	240	400	268	75	530	283	527	505	210	135	-Fe	530	317.3	1.67	1.01	NA	NA	TU3523	"ncl1710, sll0624, sll0625, sll0626"
Chr	TU3523	3342723	3339623	-	ga	3342677	"3342215, 3341430"	281	NA	3	6040	1101	1994	19	1923	2406	1995	2834	3513	1081	15C	6040	2290.6	2.64	1.72	"ncl1710, sll0624, sll0625, sll0626"	"ncRNA, unknown protein , unknown protein , putative neutral invertase"	TU3524	NA
Chr	TU3525	3342832	3345105	+	ga	NA	NA	25	161	1	288	33	192	0	1431	675	828	369	766	45	-Fe	1431	462.7	3.09	1.73	slr0662	arginine decarboxylase	"TU3526, TU3527"	sll0623
Chr	TU3526	3343733	3343634	-	a	NA	NA	NA	NA	0	431	100	518	0	713	591	527	640	553	0	-Fe	713	407.3	1.75	1.11	NA	NA	TU3525	slr0662
Chr	TU3527	3345806	3344899	-	ga	NA	NA	90	128	1	1869	1001	1802	374	2331	1725	1995	1999	9100	1576	exp. P.	9100	2377.2	3.83	3.9	sll0623	unknown protein	TU3525	slr0662
Chr	TU3528	3347760	3345807	-	g	NA	NA	104	54	2	719	267	844	150	225	229	715	369	314	270	-CO2	844	410.2	2.06	1.17	"sll0621, sll0622"	"putative c-type cytochrome biogenesis protein CcdA , quinolinate synthetase"	NA	NA
Chr	TU3529	3347861	3348625	+	g	NA	NA	80	72	2	431	367	709	0	338	193	715	388	130	0	-N	715	327.1	2.19	1.01	"ssr1114, slr0664"	"hypothetical protein , hypothetical protein"	NA	NA
Chr	TU3530	3348643	3352561	+	ga	NA	"3350609, 3350045"	47	208	2	623	400	1150	0	632	633	2409	621	488	270	-N	2409	722.6	3.33	2.09	"slr0665, slr0666"	"aconitate hydratase , unknown protein"	TU3531	NA
Chr	TU3531	3351512	3351299	-	an	NA	NA	NA	NA	0	575	200	230	37	348	501	226	194	568	225	15C	575	310.4	1.85	1.01	NA	NA	TU3530	"slr0665, slr0666"
Chr	TU3532	3352562	3354203	+	ga	NA	NA	120	471	2	1055	0	460	0	1945	1634	979	815	2842	90	exp. P.	2842	982	2.89	1.46	"slr0667, slr0668"	"unknown protein , unknown protein"	TU3533	sll1499
Chr	TU3534	3358322	3358423	+	a	NA	NA	NA	NA	0	863	0	403	0	327	476	38	213	348	45	15C	863	271.3	3.18	1.81	NA	NA	TU3533	sll1499
Chr	TU3535	3358815	3359719	+	ga	NA	NA	763	NA	1	575	133	345	150	675	585	565	311	1111	405	exp. P.	1111	485.5	2.29	1.65	slr1556	D-lactate dehydrogenase	"TU3533, TU3536"	"ncl1720, sll1499"
Chr	TU3533	3358910	3353945	-	ga	NA	NA	78	247	1	336	33	153	19	413	482	264	194	577	0	exp. P.	577	247.1	2.34	1.2	sll1499	ferredoxin-dependent glutamate synthase	"TU3532, TU3534, TU3535"	"slr0667, slr0668, slr1556"
Chr	TU3536	3359688	3358911	-	a	NA	NA	NA	48	0	3260	1434	1611	131	4897	6411	2070	2329	9332	811	exp. P.	9332	3228.6	2.89	1.46	ncl1720	NA	TU3535	slr1556
Chr	TU3537	3359824	3360742	+	ai	NA	NA	NA	NA	0	1917	1868	1400	3439	2068	2666	3200	2077	3339	1306	Dark	3439	2328	1.48	1.03	NA	NA	TU3538	sll1498
Chr	TU3539	3361815	3361904	+	a	3361898	NA	NA	NA	0	1726	1501	575	337	965	1532	640	834	1153	225	15C	1726	948.8	1.82	1.13	NA	NA	TU3538	sll1498
Chr	TU3540	3361905	3363734	+	ga	NA	NA	152	568	1	3931	2001	1361	243	3579	3908	1318	2212	2489	1081	15C	3931	2212.3	1.78	1.01	slr1557	hypothetical protein	"TU3538, TU3541"	"sll1496, sll1498"
Chr	TU3538	3361998	3360482	-	ga	NA	3361882	112	250	1	4027	2101	2013	224	6151	6194	24054	4444	4828	630	-N	24054	5466.6	4.4	3.88	sll1498	carbamoyl phosphate synthase small subunit	"TU3537, TU3539, TU3540"	slr1557
Chr	TU3541	3362859	3362760	-	a	3362830	NA	NA	NA	0	1678	701	1821	337	2004	1652	2824	2659	1078	1126	-N	2824	1588	1.78	1.06	NA	NA	TU3540	slr1557
Chr	TU3542	3364055	3364719	+	a	NA	NA	NA	NA	0	2589	334	1112	56	2057	1616	1468	1883	916	135	15C	2589	1216.6	2.13	1.26	NA	NA	TU3543	sll1496
Chr	TU3543	3365822	3364202	-	ga	NA	NA	25	NA	1	1630	1067	978	131	1409	959	1280	951	2175	766	exp. P.	2175	1134.6	1.92	1.33	sll1496	mannose-1-phosphate guanylyltransferase	TU3542	NA
Chr	TU3544	3366452	3365823	-	i	NA	NA	NA	NA	0	431	100	364	0	782	826	75	427	848	135	exp. P.	848	398.8	2.13	1.03	sll1495	hypothetical protein 	NA	NA
Chr	TU3545	3366868	3366934	+	a	NA	NA	NA	NA	0	192	100	479	56	289	277	1054	194	304	45	-N	1054	299	3.53	2.2	NA	NA	NA	sll1495
Chr	TU3546	3367354	3367068	-	gi	NA	NA	217	NA	1	17496	26817	57158	14708	80	362	15133	11159	0	51832	-CO2	57158	19474.5	2.94	1.1	sll1495	hydroxyglutarate oxidase	NA	NA
Chr	TU3547	3367475	3367821	+	i	NA	NA	NA	NA	0	623	33	153	0	889	338	1129	175	573	45	-N	1129	395.8	2.85	1.27	slr1559	shikimate 5-dehydrogenase 	NA	NA
Chr	TU3548	3368111	3368273	+	i	NA	NA	NA	NA	0	2157	967	1208	19	1447	1363	1355	1727	988	450	15C	2157	1168.1	1.85	1.25	slr1559	shikimate 5-dehydrogenase 	NA	NA
Chr	TU3549	3368383	3371224	+	ga	NA	"3370554, 3369525, 3370812"	33	278	3	5992	1901	4487	56	6322	6592	4630	4483	2822	2162	HL	6592	3944.7	1.67	1.04	"slr1560, slr1562, slr1563"	"histidyl tRNA synthetase , glutaredoxin , hypothetical protein"	"TU3550, TU3551"	ssl2891
Chr	TU3550	3369625	3369526	-	a	NA	NA	NA	NA	0	144	0	115	19	129	199	376	136	553	0	exp. P.	553	167.1	3.31	1.47	NA	NA	TU3549	"slr1560, slr1562, slr1563"
Chr	TU3551	3370676	3370575	-	a	NA	NA	NA	NA	0	0	33	173	19	289	368	301	58	580	0	exp. P.	580	182.1	3.19	1.58	NA	NA	TU3549	"slr1560, slr1562, slr1563"
Chr	TU3552	3371225	3372100	+	ga	NA	NA	22	77	1	96	734	2167	2803	750	585	1092	1844	1343	4098	stat. P.	4098	1551.2	2.64	1.46	slr1564	RNA polymerase sigma factor SigF	TU3553	ssl2891
Chr	TU3553	3371657	3371558	-	a	NA	NA	NA	NA	0	288	0	192	0	477	247	602	97	319	45	-N	602	226.7	2.66	1.26	NA	NA	TU3552	slr1564
Chr	TU3554	3372101	3373725	+	ga	NA	NA	51	36	2	2397	1134	920	280	1773	2026	2070	1397	892	135	15C	2397	1302.4	1.84	1.16	"slr1565, slr1566"	"hypothetical protein , hypothetical protein"	"TU3555, TU3556, TU3557"	sll1491
Chr	TU3555	3372370	3372262	-	a	NA	NA	NA	NA	0	1007	767	537	168	702	525	376	543	157	180	15C	1007	496.2	2.03	1.31	NA	NA	TU3554	"slr1565, slr1566"
Chr	TU3556	3372620	3372387	-	a	NA	NA	NA	NA	0	527	0	77	0	225	283	75	58	251	0	15C	527	149.6	3.52	1.86	NA	NA	TU3554	"slr1565, slr1566"
Chr	TU3557	3374802	3372806	-	ga	NA	NA	37	913	1	2253	3269	1994	168	1029	609	1242	3319	416	901	-P	3319	1520	2.18	1.02	sll1491	beta transducin-like-protein	TU3554	"slr1565, slr1566"
Chr	TU3558	3374821	3375162	+	n	NA	NA	NA	NA	0	1103	167	748	37	364	482	489	835	329	45	15C	1103	459.9	2.4	1.32	NA	NA	NA	NA
Chr	TU3559	3379793	3378479	-	g	NA	NA	26	NA	2	431	67	153	37	627	772	565	330	1810	180	exp. P.	1810	497.2	3.64	2.34	"sll1488, sll1489"	"hypothetical protein , circadian phase modifier CpmA homolog"	NA	NA
Chr	TU3560	3380067	3382447	+	ga	NA	"3380556, 3382183"	63	50	3	1917	2101	1457	467	889	1098	1807	1785	1418	1306	42C	2101	1424.5	1.47	1.1	"slr1570, slr1571, slr1572"	"hypothetical protein , unknown protein , hypothetical protein"	TU3561	NA
Chr	TU3561	3382043	3381903	-	a	NA	NA	NA	NA	0	383	0	211	0	605	476	640	155	382	45	-N	640	289.7	2.21	1.06	NA	NA	TU3560	"slr1570, slr1571, slr1572"
Chr	TU3562	3382448	3384072	+	ga	NA	NA	133	703	1	479	1768	633	37	536	862	339	757	1078	0	42C	1768	648.9	2.72	1.64	slr1573	hypothetical protein	"TU3563, TU3564"	ssl2874
Chr	TU3563	3383995	3383084	-	ga	NA	NA	149	493	1	383	434	134	187	2052	730	1129	155	317	180	-Fe	2052	570.1	3.6	1.82	ssl2874	hypothetical protein	TU3562	slr1573
Chr	TU3565	3384095	3384196	+	g	NA	NA	56	NA	1	48	33	58	0	139	66	1393	78	56	0	-N	1393	187.1	7.45	10.02	slr1575	probable potassium efflux system	NA	NA
Chr	TU3564	3384099	3383998	-	an	3384097	NA	NA	NA	0	96	433	383	0	648	634	715	232	1433	90	exp. P.	1433	466.4	3.07	2	NA	NA	TU3562	slr1573
Chr	TU3566	3385539	3385407	-	a	NA	NA	NA	NA	0	671	400	403	19	477	555	602	485	210	90	15C	671	391.2	1.72	1.11	NA	NA	NA	slr1575
Chr	TU3567	3385554	3386121	+	gi	NA	NA	88	NA	2	1294	0	230	0	702	730	301	408	304	90	15C	1294	405.9	3.19	1.77	"slr1576, slr1577"	"unknown protein , hypothetical protein"	NA	NA
Chr	TU3568	3386749	3388683	+	ga	NA	"3387855, 3387164"	148	218	1	12176	700	3912	131	4259	3148	3877	4929	3083	1531	15C	12176	3774.6	3.23	2.47	slr1579	hypothetical protein	"TU3569, TU3570"	"sll1485, sll1486"
Chr	TU3569	3387501	3387400	-	a	NA	NA	NA	NA	0	240	33	268	37	413	283	301	116	519	0	exp. P.	519	221	2.35	1.26	NA	NA	TU3568	slr1579
Chr	TU2772	2627630	2625550	-	gai	NA	2626313	1151	NA	1	1294	33	211	0	268	296	38	78	53	0	15C	1294	227.1	5.7	4.37	sll0456	hypothetical protein	"TU2771, TU2773"	slr0493
Chr	TU3571	3392216	3390354	-	g	NA	3391732	29	NA	2	1869	100	1687	19	6006	5953	3576	349	319	135	-Fe	6006	2001.3	3	1.01	"sll1483, sll1484"	"periplasmic protein, similar to transforming growt h factor induced protein , type 2 NADH dehydrogenase"	NA	NA
Chr	TU3572	3394882	3392288	-	g	NA	NA	32	14	2	3116	1634	1227	150	3852	2720	1957	660	662	405	-Fe	3852	1638.3	2.35	1.24	"sll1481, sll1482"	"ABC-transporter membrane fusion protein , ABC transporter permease protein"	NA	NA
Chr	TU3573	3394905	3395342	+	a	NA	NA	NA	NA	0	2301	200	575	37	766	838	791	563	582	360	15C	2301	701.3	3.28	2.75	NA	NA	TU3574	sll1479
Chr	TU3574	3395710	3394925	-	ga	NA	NA	34	29	1	240	67	307	0	139	127	565	349	234	90	-N	565	211.8	2.67	1.62	sll1479	6-phosphogluconolactonase	TU3573	NA
Chr	TU3576	3397883	3398635	+	a	NA	NA	NA	NA	0	671	100	594	0	493	410	301	427	143	45	15C	671	318.4	2.11	1.13	NA	NA	TU3575	"sll1476, yfr2c, sll1477"
Chr	TU3575	3398352	3395711	-	ga	NA	3396061	91	52	1	11648	13041	11294	4915	15195	38413	35686	20145	838	8511	HL	38413	15968.6	2.41	1.08	"yfr2c, sll1477"	"ncRNA, hypothetical protein"	TU3576	NA
Chr	TU3577	3398636	3398874	+	a	NA	NA	NA	NA	0	431	100	173	93	477	416	602	699	362	45	-P	699	339.8	2.06	1.16	NA	NA	NA	sll1476
Chr	TU3578	3398875	3400797	+	ga	NA	NA	24	1536	1	3212	1234	6193	206	6011	5995	3350	1281	4787	1216	-CO2	6193	3348.5	1.85	1.03	slr1583	hypothetical protein	TU3579	"sll1471, sll1472, sll1473, sll1474, sll1475"
